time,a1,a2,v1,v2,initial_a1,initial_a2
0,0.00680862,0.910304,0.175819,-1.41416,-0.00333333,0.996667
0.125,0.0492039,0.618316,0.572871,-3.49465,-0.00333333,0.996667
0.25,0.170865,-0.0406994,1.05659,-5.71066,-0.00333333,0.996667
0.375,0.242106,-0.509082,0.228569,-2.35666,-0.00333333,0.996667
0.5,0.247761,-0.698865,-0.103832,-0.773113,-0.00333333,0.996667
0.625,0.219953,-0.710104,-0.340486,0.602714,-0.00333333,0.996667
0.75,0.158759,-0.534434,-0.677614,2.34135,-0.00333333,0.996667
0.875,0.0278047,-0.0388767,-1.50388,5.92169,-0.00333333,0.996667
1,-0.117065,0.51489,-0.748929,2.63481,-0.00333333,0.996667
1.125,-0.184444,0.715265,-0.37884,0.745486,-0.00333333,0.996667
1.25,-0.216961,0.719377,-0.143831,-0.661826,-0.00333333,0.996667
1.375,-0.217329,0.544309,0.167958,-2.21685,-0.00333333,0.996667
1.5,-0.158069,0.108161,0.909091,-5.25938,-0.00333333,0.996667
1.625,-0.041102,-0.553916,0.563159,-3.65156,-0.00333333,0.996667
1.75,-0.0028143,-0.856341,0.127388,-1.45622,-0.00333333,0.996667
1.875,0.000122897,-0.945806,-0.0656446,-0.0105445,-0.00333333,0.996667
2,-0.0191916,-0.858486,-0.258049,1.44778,-0.00333333,0.996667
2.125,-0.0739894,-0.553721,-0.698962,3.7135,-0.00333333,0.996667
2.25,-0.201853,0.0947859,-0.917885,4.84415,-0.00333333,0.996667
2.375,-0.264945,0.491427,-0.213137,1.96999,-0.00333333,0.996667
2.5,-0.270303,0.638923,0.101712,0.45926,-0.00333333,0.996667
2.625,-0.241698,0.610256,0.36191,-0.943452,-0.00333333,0.996667
2.75,-0.173371,0.380659,0.789939,-2.94166,-0.00333333,0.996667
2.875,-0.0251142,-0.196918,1.33979,-5.24416,-0.00333333,0.996667
3,0.0888739,-0.614862,0.604344,-1.91471,-0.00333333,0.996667
