time,a1,a2,v1,v2,initial_a1,initial_a2
6.5,-0.243956,0.318126,0.531901,-2.57092,-0.01,0.99
6.625,-0.131564,-0.191601,1.18553,-5.21776,-0.01,0.99
6.75,-0.0271814,-0.642427,0.527128,-2.14301,-0.01,0.99
6.875,0.0183524,-0.794248,0.235133,-0.400085,-0.01,0.99
7,0.0344057,-0.752479,0.0157022,1.0783,-0.01,0.99
7.125,0.0159526,-0.506952,-0.364867,3.02648,-0.01,0.99
7.25,-0.0728487,0.061021,-0.867247,5.24677,-0.01,0.99
7.375,-0.131355,0.507786,-0.151962,2.2161,-0.01,0.99
7.5,-0.128024,0.674853,0.173648,0.546322,-0.01,0.99
7.625,-0.0907087,0.649814,0.429817,-0.977323,-0.01,0.99
7.75,-0.0130384,0.403092,0.880372,-3.22165,-0.01,0.99
7.875,0.129997,-0.14942,1.04537,-4.04249,-0.01,0.99
8,0.217199,-0.467606,0.441227,-1.40123,-0.01,0.99
8.125,0.25201,-0.542847,0.13213,0.137724,-0.01,0.99
8.25,0.249901,-0.434068,-0.184518,1.65455,-0.01,0.99
8.375,0.194229,-0.0896211,-0.792135,4.17998,-0.01,0.99
8.5,0.0806861,0.482911,-0.663666,3.4317,-0.01,0.99
8.625,0.0292254,0.756082,-0.230211,1.19353,-0.01,0.99
8.75,0.0147563,0.809046,-0.0113685,-0.31482,-0.01,0.99
8.875,0.0280552,0.672992,0.249676,-1.93843,-0.01,0.99
9,0.091538,0.274572,0.8481,-4.74379,-0.01,0.99
9.125,0.1866,-0.281343,0.419895,-3.06264,-0.01,0.99
9.25,0.207385,-0.52781,-0.0309357,-1.07255,-0.01,0.99
9.375,0.185362,-0.568264,-0.315903,0.419362,-0.01,0.99
9.5,0.125113,-0.409665,-0.686528,2.25946,-0.01,0.99
9.625,-0.00165796,0.0539853,-1.2588,4.77237,-0.01,0.99
9.75,-0.116892,0.465045,-0.612064,1.88689,-0.01,0.99
9.875,-0.170552,0.585622,-0.275665,0.149948,-0.01,0.99
10,-0.187505,0.510772,0.0158605,-1.37164,-0.01,0.99
10.125,-0.157917,0.215938,0.526734,-3.59154,-0.01,0.99
10.25,-0.061321,-0.35618,0.663421,-4.04143,-0.01,0.99
10.375,-0.0159696,-0.686565,0.144136,-1.54579,-0.01,0.99
10.5,-0.0142759,-0.779182,-0.100151,0.0165054,-0.01,0.99
10.625,-0.0412166,-0.680898,-0.350112,1.6187,-0.01,0.99
10.75,-0.113827,-0.332101,-0.887963,4.2472,-0.01,0.99
10.875,-0.222301,0.200358,-0.562955,3.0408,-0.01,0.99
11,-0.259556,0.44124,-0.0903209,1.01755,-0.01,0.99
11.125,-0.251448,0.475809,0.214636,-0.453003,-0.01,0.99
11.25,-0.202696,0.315964,0.602079,-2.23739,-0.01,0.99
11.375,-0.086893,-0.135532,1.17291,-4.62466,-0.01,0.99
11.5,0.0220151,-0.540045,0.583283,-1.8721,-0.01,0.99
11.625,0.0735887,-0.65814,0.270004,-0.119954,-0.01,0.99
11.75,0.0909661,-0.577261,-0.0048905,1.44334,-0.01,0.99
11.875,0.063079,-0.2683,-0.511999,3.75152,-0.01,0.99
12,-0.0237364,0.296829,-0.527713,3.79501,-0.01,0.99
12.125,-0.0533282,0.607426,-0.019392,1.4384,-0.01,0.99
12.25,-0.038242,0.687059,0.247221,-0.131625,-0.01,0.99
12.375,0.00974375,0.568264,0.547071,-1.86428,-0.01,0.99
12.5,0.112074,0.171168,1.1055,-4.5207,-0.01,0.99
12.625,0.221367,-0.27814,0.551151,-2.24744,-0.01,0.99
12.75,0.263109,-0.439304,0.153773,-0.464206,-0.01,0.99
12.875,0.263069,-0.405834,-0.159814,1.01457,-0.01,0.99
13,0.21654,-0.163356,-0.640651,3.06914,-0.01,0.99
13.125,0.104286,0.347976,-0.861435,3.83454,-0.01,0.99
13.25,0.032278,0.655428,-0.360725,1.34554,-0.01,0.99
13.375,0.00390397,0.720781,-0.107219,-0.250755,-0.01,0.99
13.5,0.00662827,0.590569,0.174919,-1.90408,-0.01,0.99
13.625,0.060511,0.200595,0.740724,-4.52465,-0.01,0.99
13.75,0.138711,-0.309596,0.318025,-2.80005,-0.01,0.99
13.875,0.149394,-0.529471,-0.100087,-0.873343,-0.01,0.99
14,0.118775,-0.541972,-0.389698,0.684565,-0.01,0.99
14.125,0.0465294,-0.337232,-0.817721,2.78483,-0.01,0.99
14.25,-0.085065,0.143557,-1.00781,3.67626,-0.01,0.99
14.375,-0.172324,0.432264,-0.454647,1.19525,-0.01,0.99
14.5,-0.208497,0.479262,-0.136167,-0.39373,-0.01,0.99
14.625,-0.204589,0.330431,0.226474,-2.07284,-0.01,0.99
14.75,-0.139073,-0.0837104,0.829424,-4.55518,-0.01,0.99
14.875,-0.0582615,-0.543076,0.370281,-2.37011,-0.01,0.99
15,-0.0344551,-0.717874,0.0477543,-0.550617,-0.01,0.99
15.125,-0.042878,-0.69141,-0.187365,0.990172,-0.01,0.99
15.25,-0.0877895,-0.448562,-0.58498,3.08692,-0.01,0.99
15.375,-0.185328,0.0558627,-0.69383,3.75978,-0.01,0.99
15.5,-0.233077,0.364876,-0.133436,1.41685,-0.01,0.99
15.625,-0.228229,0.442492,0.197488,-0.137665,-0.01,0.99
15.75,-0.182357,0.323986,0.563405,-1.85876,-0.01,0.99
15.875,-0.07573,-0.0653102,1.11384,-4.21606,-0.01,0.99
16,0.0351477,-0.461001,0.611666,-1.87459,-0.01,0.99
16.125,0.0888187,-0.57659,0.27527,-0.0808311,-0.01,0.99
16.25,0.105293,-0.488352,-0.0260714,1.5281,-0.01,0.99
16.375,0.07265,-0.163396,-0.557022,3.88709,-0.01,0.99
16.5,-0.00486764,0.352995,-0.404335,3.1693,-0.01,0.99
16.625,-0.0251097,0.606178,0.0257147,1.07037,-0.01,0.99
16.75,-0.00513196,0.641065,0.288714,-0.503828,-0.01,0.99
16.875,0.0507641,0.466116,0.645387,-2.43995,-0.01,0.99
17,0.16135,0.0172074,0.935035,-3.90367,-0.01,0.99
17.125,0.239368,-0.309613,0.357141,-1.48269,-0.01,0.99
17.25,0.261118,-0.391866,0.00802766,0.106334,-0.01,0.99
17.375,0.240882,-0.281725,-0.353346,1.72895,-0.01,0.99
17.5,0.161956,0.0794043,-0.925673,4.08864,-0.01,0.99
17.625,0.0621988,0.508154,-0.546578,2.21188,-0.01,0.99
17.75,0.016649,0.66128,-0.216692,0.361369,-0.01,0.99
17.875,0.00527294,0.608998,0.0429971,-1.21806,-0.01,0.99
18,0.0349389,0.332693,0.486693,-3.39541,-0.01,0.99
18.125,0.112927,-0.172339,0.476715,-3.45356,-0.01,0.99
18.25,0.137863,-0.454044,-0.0211013,-1.25253,-0.01,0.99
18.375,0.115445,-0.509914,-0.329113,0.342298,-0.01,0.99
18.5,0.0526168,-0.355699,-0.712575,2.26254,-0.01,0.99
18.625,-0.0673858,0.0684881,-1.02919,3.7267,-0.01,0.99
18.75,-0.159751,0.375288,-0.485712,1.31121,-0.01,0.99
18.875,-0.198539,0.433038,-0.149487,-0.328198,-0.01,0.99
19,-0.195786,0.291158,0.219472,-2.02228,-0.01,0.99
19.125,-0.133231,-0.108018,0.75822,-4.23557,-0.01,0.99
19.25,-0.0614119,-0.526293,0.323733,-2.14077,-0.01,0.99
19.375,-0.0422761,-0.676947,0.0129548,-0.370859,-0.01,0.99
19.5,-0.0558938,-0.626012,-0.240437,1.21795,-0.01,0.99
19.625,-0.110238,-0.345342,-0.678456,3.44836,-0.01,0.99
19.75,-0.200798,0.12318,-0.518269,2.94633,-0.01,0.99
19.875,-0.233141,0.355307,-0.0465089,0.935468,-0.01,0.99
20,-0.218183,0.375648,0.283418,-0.608847,-0.01,0.99
20.125,-0.157824,0.185886,0.724203,-2.58415,-0.01,0.99
20.25,-0.0406101,-0.248275,0.91649,-3.32409,-0.01,0.99
20.375,0.0414446,-0.509207,0.442885,-1.0208,-0.01,0.99
20.5,0.0777923,-0.532493,0.146082,0.613313,-0.01,0.99
20.625,0.0748313,-0.348052,-0.228211,2.44826,-0.01,0.99
20.75,0.0136803,0.100044,-0.623079,4.15233,-0.01,0.99
20.875,-0.0312531,0.472184,-0.1091,1.82297,-0.01,0.99
21,-0.0240139,0.59047,0.203317,0.132858,-0.01,0.99
21.125,0.0192142,0.504393,0.50725,-1.58147,-0.01,0.99
21.25,0.111743,0.162961,0.962258,-3.80294,-0.01,0.99
21.375,0.209455,-0.222958,0.510316,-1.95387,-0.01,0.99
21.5,0.247035,-0.351935,0.119021,-0.212406,-0.01,0.99
21.625,0.240901,-0.282767,-0.229387,1.35784,-0.01,0.99
21.75,0.181515,0.0161391,-0.756687,3.54777,-0.01,0.99
21.875,0.0865848,0.448163,-0.563446,2.48579,-0.01,0.99
22,0.0407043,0.629531,-0.208754,0.55221,-0.01,0.99
22.125,0.0305681,0.600049,0.0508591,-1.03318,-0.01,0.99
22.25,0.0595277,0.351704,0.457649,-3.09554,-0.01,0.99
22.375,0.133436,-0.116605,0.477598,-3.31847,-0.01,0.99
22.5,0.159629,-0.388259,-0.0118031,-1.189,-0.01,0.99
22.625,0.137488,-0.435906,-0.335655,0.414774,-0.01,0.99
22.75,0.0723338,-0.270361,-0.743055,2.37086,-0.01,0.99
22.875,-0.045583,0.138166,-0.933182,3.2285,-0.01,0.99
23,-0.129381,0.393289,-0.445524,0.989698,-0.01,0.99
23.125,-0.164183,0.413261,-0.118328,-0.635856,-0.01,0.99
23.25,-0.155773,0.226016,0.286983,-2.47098,-0.01,0.99
23.375,-0.0892164,-0.209601,0.621702,-3.80565,-0.01,0.99
23.5,-0.0417955,-0.541801,0.159178,-1.56908,-0.01,0.99
23.625,-0.0405013,-0.63175,-0.121949,0.0794225,-0.01,0.99
23.75,-0.0729129,-0.518918,-0.418881,1.80384,-0.01,0.99
23.875,-0.152803,-0.155511,-0.811463,3.7748,-0.01,0.99
24,-0.227429,0.210823,-0.33229,1.84342,-0.01,0.99
24.125,-0.243667,0.331587,0.0493227,0.16702,-0.01,0.99
24.25,-0.215941,0.254589,0.410037,-1.45744,-0.01,0.99
24.375,-0.133303,-0.0611197,0.909912,-3.55629,-0.01,0.99
24.5,-0.0330847,-0.435504,0.580978,-1.91973,-0.01,0.99
24.625,0.0169455,-0.555826,0.245917,-0.103759,-0.01,0.99
24.75,0.0296915,-0.467976,-0.0563265,1.54807,-0.01,0.99
24.875,-0.00536748,-0.142372,-0.529507,3.731,-0.01,0.99
25,-0.0650151,0.297154,-0.253049,2.54212,-0.01,0.99
25.125,-0.0700212,0.490185,0.137468,0.661206,-0.01,0.99
25.25,-0.0341766,0.471881,0.441709,-0.983015,-0.01,0.99
25.375,0.0467813,0.220403,0.883055,-3.14009,-0.01,0.99
25.5,0.155985,-0.173911,0.669524,-2.30152,-0.01,0.99
25.625,0.211164,-0.335451,0.247117,-0.409685,-0.01,0.99
25.75,0.22096,-0.289207,-0.0969524,1.16517,-0.01,0.99
25.875,0.180555,-0.0231831,-0.584064,3.20732,-0.01,0.99
26,0.0991655,0.402,-0.507985,2.6693,-0.01,0.99
26.125,0.0607975,0.605486,-0.142893,0.715047,-0.01,0.99
26.25,0.0590109,0.595857,0.115564,-0.872125,-0.01,0.99
26.375,0.0946983,0.370905,0.492443,-2.85335,-0.01,0.99
26.5,0.170558,-0.0603108,0.503488,-3.08825,-0.01,0.99
26.625,0.201402,-0.312046,0.0272562,-1.06558,-0.01,0.99
26.75,0.183297,-0.345608,-0.312588,0.522317,-0.01,0.99
26.875,0.119501,-0.166375,-0.741669,2.47019,-0.01,0.99
27,0.00742598,0.224028,-0.839515,2.8325,-0.01,0.99
27.125,-0.0683774,0.439681,-0.406813,0.738191,-0.01,0.99
27.25,-0.0995302,0.42907,-0.0925956,-0.89393,-0.01,0.99
27.375,-0.0869268,0.203032,0.330542,-2.84098,-0.01,0.99
27.5,-0.0255356,-0.236103,0.440473,-3.25727,-0.01,0.99
27.625,0.000255694,-0.505866,0.0080564,-1.17528,-0.01,0.99
27.75,-0.0170258,-0.550387,-0.277663,0.44756,-0.01,0.99
27.875,-0.0721687,-0.382162,-0.635199,2.35419,-0.01,0.99
28,-0.170366,0.00758865,-0.746769,3.03934,-0.01,0.99
28.125,-0.231883,0.25488,-0.265538,1.01183,-0.01,0.99
28.25,-0.242757,0.282205,0.0856831,-0.552493,-0.01,0.99
28.375,-0.207367,0.106299,0.510862,-2.36862,-0.01,0.99
28.5,-0.119054,-0.285934,0.723154,-3.11127,-0.01,0.99
28.625,-0.0553566,-0.540802,0.32047,-1.04278,-0.01,0.99
28.75,-0.0328959,-0.568094,0.0452669,0.580079,-0.01,0.99
28.875,-0.0470434,-0.387052,-0.302134,2.41595,-0.01,0.99
29,-0.107752,0.0247033,-0.510044,3.4639,-0.01,0.99
29.125,-0.140559,0.326676,-0.03249,1.40882,-0.01,0.99
29.25,-0.122803,0.398654,0.305529,-0.230017,-0.01,0.99
29.375,-0.0621672,0.259767,0.691621,-2.09414,-0.01,0.99
29.5,0.0469016,-0.104781,0.88257,-2.97128,-0.01,0.99
29.625,0.127745,-0.343304,0.430897,-0.906985,-0.01,0.99
29.75,0.160289,-0.353195,0.0946361,0.722205,-0.01,0.99
29.875,0.147941,-0.153259,-0.323237,2.57693,-0.01,0.99
