time,a1,a2,v1,v2,initial_a1,initial_a2
7.375,-0.144118,0.5588,-0.0273601,1.72096,0.00333333,0.996667
7.5,-0.128267,0.673318,0.261489,0.157984,0.00333333,0.996667
7.625,-0.0791072,0.5962,0.542499,-1.45793,0.00333333,0.996667
7.75,0.0197179,0.263039,1.12823,-4.2164,0.00333333,0.996667
7.875,0.162407,-0.276937,0.828234,-3.00077,0.00333333,0.996667
8,0.232777,-0.50442,0.36022,-0.873304,0.00333333,0.996667
8.125,0.259249,-0.520243,0.06825,0.595838,0.00333333,0.996667
8.25,0.246793,-0.347979,-0.300734,2.2636,0.00333333,0.996667
8.375,0.1676,0.105087,-0.999799,5.09903,0.00333333,0.996667
8.5,0.0705573,0.609419,-0.460807,2.55413,0.00333333,0.996667
8.625,0.035728,0.803942,-0.139946,0.704006,0.00333333,0.996667
8.75,0.0310816,0.799524,0.0659084,-0.77398,0.00333333,0.996667
8.875,0.0567761,0.596926,0.388091,-2.60783,0.00333333,0.996667
9,0.144258,0.08982,0.928534,-5.12848,0.00333333,0.996667
9.125,0.215101,-0.368126,0.232338,-2.28591,0.00333333,0.996667
9.25,0.219045,-0.54129,-0.13534,-0.587453,0.00333333,0.996667
9.375,0.184306,-0.521801,-0.426259,0.928856,0.00333333,0.996667
9.5,0.105124,-0.281437,-0.906012,3.16441,0.00333333,0.996667
9.625,-0.0388835,0.246809,-1.04717,3.7559,0.00333333,0.996667
9.75,-0.130256,0.536472,-0.496349,1.19181,0.00333333,0.996667
9.875,-0.173241,0.583327,-0.203549,-0.391424,0.00333333,0.996667
10,-0.179517,0.436659,0.129353,-2.02817,0.00333333,0.996667
10.125,-0.126643,0.0274417,0.786649,-4.77836,0.00333333,0.996667
10.25,-0.0396266,-0.51275,0.390381,-2.93327,0.00333333,0.996667
10.375,-0.0174335,-0.744977,0.0172429,-0.958884,0.00333333,0.996667
10.5,-0.0293454,-0.770223,-0.203824,0.547796,0.00333333,0.996667
10.625,-0.0719553,-0.595847,-0.5162,2.37348,0.00333333,0.996667
10.75,-0.172701,-0.125479,-1.01748,4.79012,0.00333333,0.996667
10.875,-0.257585,0.303409,-0.355102,2.10534,0.00333333,0.996667
11,-0.276586,0.456012,0.0200591,0.437972,0.00333333,0.996667
11.125,-0.255036,0.419719,0.332498,-1.0491,0.00333333,0.996667
11.25,-0.185719,0.165513,0.841178,-3.26213,0.00333333,0.996667
11.375,-0.053203,-0.352084,0.941332,-3.54767,0.00333333,0.996667
11.5,0.0291628,-0.625903,0.448974,-1.10723,0.00333333,0.996667
11.625,0.0680999,-0.662359,0.183586,0.483377,0.00333333,0.996667
11.75,0.0727409,-0.500565,-0.139584,2.1932,0.00333333,0.996667
11.875,0.0184713,-0.0633483,-0.762394,4.91029,0.00333333,0.996667
12,-0.0522556,0.444369,-0.247317,2.67323,0.00333333,0.996667
12.125,-0.0571964,0.652601,0.124478,0.79791,0.00333333,0.996667
12.25,-0.0257235,0.655911,0.380233,-0.758862,0.00333333,0.996667
12.375,0.043618,0.441439,0.782748,-2.87047,0.00333333,0.996667
12.5,0.170834,-0.0569085,0.967283,-3.85304,0.00333333,0.996667
12.625,0.250517,-0.365475,0.378818,-1.35558,0.00333333,0.996667
12.75,0.276145,-0.434959,0.0461858,0.189779,0.00333333,0.996667
12.875,0.261225,-0.316286,-0.307363,1.78122,0.00333333,0.996667
13,0.186908,0.0549165,-0.931524,4.3387,0.00333333,0.996667
13.125,0.0814757,0.535699,-0.573757,2.55204,0.00333333,0.996667
13.25,0.0340447,0.724194,-0.229149,0.619672,0.00333333,0.996667
13.375,0.0198153,0.705936,0.00363787,-0.913165,0.00333333,0.996667
13.5,0.0404222,0.479564,0.374386,-2.87116,0.00333333,0.996667
13.625,0.121089,-0.0347927,0.705554,-4.44143,0.00333333,0.996667
13.75,0.167101,-0.414329,0.0899322,-1.84449,0.00333333,0.996667
13.875,0.156132,-0.538442,-0.243132,-0.20261,0.00333333,0.996667
14,0.106887,-0.463684,-0.562935,1.4707,0.00333333,0.996667
14.125,0.0038947,-0.127314,-1.1311,4.07611,0.00333333,0.996667
14.25,-0.123434,0.322313,-0.727132,2.31845,0.00333333,0.996667
14.375,-0.186629,0.48213,-0.324859,0.39315,0.00333333,0.996667
14.5,-0.208185,0.435322,-0.0139579,-1.15036,0.00333333,0.996667
14.625,-0.18321,0.173416,0.469403,-3.2355,0.00333333,0.996667
14.75,-0.0953169,-0.346533,0.645313,-3.82361,0.00333333,0.996667
14.875,-0.0491034,-0.659848,0.160021,-1.42846,0.00333333,0.996667
15,-0.045488,-0.736766,-0.0878228,0.155222,0.00333333,0.996667
15.125,-0.0720569,-0.617332,-0.361119,1.83505,0.00333333,0.996667
15.25,-0.147732,-0.23564,-0.872783,4.33646,0.00333333,0.996667
15.375,-0.23439,0.222329,-0.386329,2.42318,0.00333333,0.996667
15.5,-0.254412,0.404616,0.0278972,0.622459,0.00333333,0.996667
15.625,-0.231018,0.388422,0.351089,-0.904537,0.00333333,0.996667
15.75,-0.159865,0.152971,0.842579,-3.07147,0.00333333,0.996667
15.875,-0.0325094,-0.3199,0.899889,-3.19806,0.00333333,0.996667
16,0.0473483,-0.562368,0.436104,-0.900696,0.00333333,0.996667
16.125,0.0838304,-0.572875,0.152563,0.705045,0.00333333,0.996667
16.25,0.0817593,-0.376746,-0.224157,2.55469,0.00333333,0.996667
16.375,0.0177459,0.0981903,-0.678537,4.50166,0.00333333,0.996667
16.5,-0.0308896,0.50095,-0.119622,1.99202,0.00333333,0.996667
16.625,-0.0246359,0.638519,0.193746,0.285299,0.00333333,0.996667
16.75,0.0162431,0.574093,0.474911,-1.37257,0.00333333,0.996667
16.875,0.103899,0.259305,0.971146,-3.81735,0.00333333,0.996667
17,0.21586,-0.187691,0.621471,-2.45526,0.00333333,0.996667
17.125,0.263874,-0.366929,0.188132,-0.565124,0.00333333,0.996667
17.25,0.266956,-0.343863,-0.142173,0.942357,0.00333333,0.996667
17.375,0.222352,-0.110993,-0.620664,2.9623,0.00333333,0.996667
17.5,0.118204,0.362009,-0.780297,3.44545,0.00333333,0.996667
17.625,0.0522137,0.636296,-0.330613,1.14409,0.00333333,0.996667
17.75,0.0273744,0.677272,-0.0760457,-0.453637,0.00333333,0.996667
17.875,0.0356211,0.516483,0.238914,-2.21709,0.00333333,0.996667
18,0.0979289,0.086741,0.705312,-4.40389,0.00333333,0.996667
18.125,0.154146,-0.332661,0.161504,-2.13737,0.00333333,0.996667
18.25,0.149606,-0.485656,-0.205304,-0.397822,0.00333333,0.996667
18.375,0.104631,-0.435111,-0.527296,1.26189,0.00333333,0.996667
18.5,0.00855335,-0.135165,-1.04706,3.66622,0.00333333,0.996667
18.625,-0.113718,0.28685,-0.722654,2.25231,0.00333333,0.996667
18.75,-0.176401,0.439232,-0.317834,0.328967,0.00333333,0.996667
18.875,-0.196293,0.382539,0.00749244,-1.25108,0.00333333,0.996667
19,-0.167116,0.103022,0.510953,-3.40215,0.00333333,0.996667
19.125,-0.0864139,-0.384606,0.510683,-3.22831,0.00333333,0.996667
19.25,-0.0519504,-0.642926,0.0928619,-1.0882,0.00333333,0.996667
19.375,-0.0562248,-0.679505,-0.154725,0.485071,0.00333333,0.996667
19.5,-0.0937333,-0.510845,-0.480054,2.33414,0.00333333,0.996667
19.625,-0.182162,-0.0789276,-0.791412,3.93502,0.00333333,0.996667
19.75,-0.24468,0.266022,-0.230537,1.64603,0.00333333,0.996667
19.875,-0.249725,0.367308,0.131031,0.033589,0.00333333,0.996667
20,-0.211752,0.272278,0.497303,-1.63232,0.00333333,0.996667
20.125,-0.115986,-0.0753299,1.02044,-3.83806,0.00333333,0.996667
20.25,-0.00888819,-0.455288,0.610253,-1.85386,0.00333333,0.996667
20.375,0.0448487,-0.56753,0.276158,-0.0428431,0.00333333,0.996667
20.5,0.0612264,-0.472289,-0.0298309,1.6076,0.00333333,0.996667
20.625,0.0280296,-0.135353,-0.541429,3.91485,0.00333333,0.996667
20.75,-0.0360399,0.337539,-0.279346,2.7571,0.00333333,0.996667
20.875,-0.0434431,0.551677,0.118693,0.808161,0.00333333,0.996667
21,-0.0109792,0.552539,0.402603,-0.810705,0.00333333,0.996667
21.125,0.0630761,0.326653,0.826292,-2.96513,0.00333333,0.996667
21.25,0.178045,-0.105648,0.762833,-2.84632,0.00333333,0.996667
21.375,0.240766,-0.321958,0.285788,-0.783105,0.00333333,0.996667
21.5,0.255175,-0.322802,-0.0533958,0.757982,0.00333333,0.996667
21.625,0.223034,-0.11831,-0.500139,2.65222,0.00333333,0.996667
21.75,0.132721,0.321836,-0.732047,3.45348,0.00333333,0.996667
21.875,0.0710527,0.605105,-0.295084,1.21877,0.00333333,0.996667
22,0.0510671,0.654305,-0.0349911,-0.394698,0.00333333,0.996667
22.125,0.0644285,0.500382,0.277697,-2.16212,0.00333333,0.996667
22.25,0.128254,0.0895343,0.662185,-4.03451,0.00333333,0.996667
22.375,0.179834,-0.287986,0.144491,-1.89525,0.00333333,0.996667
22.5,0.173676,-0.414926,-0.220387,-0.203026,0.00333333,0.996667
22.625,0.125298,-0.337847,-0.571955,1.50987,0.00333333,0.996667
22.75,0.0225919,-0.00776583,-1.04527,3.62942,0.00333333,0.996667
22.875,-0.086228,0.347257,-0.621374,1.69972,0.00333333,0.996667
23,-0.140039,0.44272,-0.262863,-0.080755,0.00333333,0.996667
23.125,-0.152368,0.331495,0.0839763,-1.74969,0.00333333,0.996667
23.25,-0.110184,-0.0233968,0.598197,-3.9253,0.00333333,0.996667
23.375,-0.0480902,-0.450206,0.267948,-2.33239,0.00333333,0.996667
23.5,-0.0376721,-0.621078,-0.0685917,-0.508172,0.00333333,0.996667
23.625,-0.0623619,-0.585419,-0.333959,1.10839,0.00333333,0.996667
23.75,-0.127999,-0.3196,-0.75113,3.26349,0.00333333,0.996667
23.875,-0.221789,0.101533,-0.541837,2.55761,0.00333333,0.996667
24,-0.259262,0.294802,-0.0951336,0.668539,0.00333333,0.996667
24.125,-0.249702,0.282707,0.250761,-0.873636,0.00333333,0.996667
24.25,-0.191019,0.0561262,0.726625,-2.89142,0.00333333,0.996667
24.375,-0.0854054,-0.358664,0.734666,-2.73444,0.00333333,0.996667
24.5,-0.0206112,-0.563096,0.340735,-0.677042,0.00333333,0.996667
24.625,0.00462269,-0.546332,0.0620489,0.939825,0.00333333,0.996667
24.75,-0.0102532,-0.312811,-0.34033,2.92993,0.00333333,0.996667
24.875,-0.0724729,0.143686,-0.430599,3.39104,0.00333333,0.996667
25,-0.0940478,0.425795,0.0447614,1.25693,0.00333333,0.996667
25.125,-0.0683365,0.47973,0.358822,-0.379573,0.00333333,0.996667
25.25,-0.00126939,0.3177,0.747342,-2.33709,0.00333333,0.996667
25.375,0.113268,-0.0750146,0.880891,-3.03485,0.00333333,0.996667
25.5,0.191132,-0.313963,0.398253,-0.907215,0.00333333,0.996667
25.625,0.219123,-0.32598,0.0546614,0.688655,0.00333333,0.996667
25.75,0.201287,-0.131711,-0.373605,2.53203,0.00333333,0.996667
25.875,0.127873,0.290117,-0.617766,3.40731,0.00333333,0.996667
26,0.0785959,0.577261,-0.199187,1.27573,0.00333333,0.996667
26.125,0.0708116,0.633633,0.0640679,-0.339558,0.00333333,0.996667
26.25,0.0965539,0.48592,0.374853,-2.11529,0.00333333,0.996667
26.375,0.168592,0.095214,0.666152,-3.62921,0.00333333,0.996667
26.5,0.220952,-0.234408,0.167705,-1.59793,0.00333333,0.996667
26.625,0.2181,-0.329267,-0.197184,0.0318659,0.00333333,0.996667
26.75,0.170932,-0.221917,-0.580151,1.77269,0.00333333,0.996667
26.875,0.0687162,0.12701,-0.957935,3.36185,0.00333333,0.996667
27,-0.0251516,0.424017,-0.529342,1.29867,0.00333333,0.996667
27.125,-0.0703852,0.476284,-0.207582,-0.406991,0.00333333,0.996667
27.25,-0.0753949,0.319505,0.153864,-2.18161,0.00333333,0.996667
27.375,-0.0268562,-0.0816144,0.5269,-3.79718,0.00333333,0.996667
27.5,0.0122234,-0.434763,0.0833876,-1.75544,0.00333333,0.996667
27.625,0.0017649,-0.544757,-0.231842,-0.0590079,0.00333333,0.996667
27.75,-0.0458464,-0.446949,-0.549899,1.69932,0.00333333,0.996667
27.875,-0.140322,-0.106062,-0.882455,3.38397,0.00333333,0.996667
28,-0.223391,0.206551,-0.418596,1.47042,0.00333333,0.996667
28.125,-0.251478,0.284354,-0.0469135,-0.165354,0.00333333,0.996667
28.25,-0.234488,0.16393,0.339784,-1.83227,0.00333333,0.996667
28.375,-0.161498,-0.188674,0.757237,-3.47821,0.00333333,0.996667
28.5,-0.0878165,-0.515771,0.386801,-1.57596,0.00333333,0.996667
28.625,-0.0585123,-0.603292,0.0992431,0.114509,0.00333333,0.996667
28.75,-0.0633585,-0.487026,-0.196613,1.8077,0.00333333,0.996667
28.875,-0.11409,-0.131944,-0.574887,3.67006,0.00333333,0.996667
29,-0.163697,0.238248,-0.153297,1.94338,0.00333333,0.996667
29.125,-0.158122,0.369917,0.220487,0.229328,0.00333333,0.996667
29.25,-0.109264,0.295236,0.57782,-1.49152,0.00333333,0.996667
29.375,-0.00880628,-0.0191866,0.968827,-3.24913,0.00333333,0.996667
29.5,0.0898641,-0.323635,0.563404,-1.39349,0.00333333,0.996667
29.625,0.137499,-0.386578,0.213963,0.323325,0.00333333,0.996667
29.75,0.142303,-0.242054,-0.160238,2.05832,0.00333333,0.996667
29.875,0.0931287,0.137925,-0.540216,3.62268,0.00333333,0.996667
